,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid,ns,sn,sg
7401,1964,4,26,1964-04-26,10:20:00,KS,1,0,0,37.63,-95.45,0.0,0.0,0.1,10,1,1,1
7402,1964,4,26,1964-04-26,10:30:00,TX,0,0,0,31.62,-94.02,0.0,0.0,1.0,17,1,1,1
7403,1964,4,26,1964-04-26,10:30:00,TX,2,0,0,31.8,-94.17,31.78,-94.18,1.9,33,1,1,1
7404,1964,4,26,1964-04-26,10:30:00,TX,0,0,0,31.83,-94.22,0.0,0.0,0.2,13,1,1,1
7408,1964,4,26,1964-04-26,15:45:00,KS,1,0,0,38.33,-94.98,0.0,0.0,0.1,10,1,1,1
7409,1964,4,26,1964-04-26,18:25:00,KS,0,0,0,38.57,-95.32,0.0,0.0,0.1,10,1,1,1
7410,1964,4,26,1964-04-26,19:10:00,IA,2,0,0,40.9,-94.27,40.98,-94.0,14.8,300,1,1,1
7411,1964,4,26,1964-04-26,19:30:00,KS,0,0,0,38.82,-94.95,0.0,0.0,0.1,10,1,1,1
7412,1964,4,26,1964-04-26,19:40:00,KS,0,0,0,38.85,-94.77,0.0,0.0,0.1,10,1,1,1
7413,1964,4,26,1964-04-26,19:50:00,KS,0,0,0,38.77,-94.65,0.0,0.0,0.1,10,1,1,1
7414,1964,4,26,1964-04-26,20:00:00,AR,0,0,0,34.28,-94.05,0.0,0.0,0.1,10,1,1,1
7415,1964,4,26,1964-04-26,23:00:00,IA,2,0,0,40.6,-91.75,0.0,0.0,2.0,200,1,1,1
7416,1964,4,26,1964-04-26,23:30:00,IA,2,0,0,42.6,-93.73,42.65,-93.65,4.7,300,1,1,1
7426,1964,4,28,1964-04-28,15:10:00,AL,1,0,0,33.8,-86.2,0.0,0.0,0.1,10,1,1,1
7427,1964,4,28,1964-04-28,15:45:00,AL,3,1,0,33.6,-86.12,0.0,0.0,0.1,10,1,1,1
7428,1964,4,28,1964-04-28,15:45:00,AL,2,0,0,33.77,-85.92,33.78,-85.85,4.3,10,1,1,1
7429,1964,4,28,1964-04-28,17:00:00,AL,3,10,0,33.73,-85.42,33.73,-85.15,15.7,33,2,0,1
7431,1964,4,28,1964-04-28,17:40:00,AL,1,0,0,32.83,-85.97,32.88,-85.75,13.0,10,1,1,1
7433,1964,4,28,1964-04-28,18:30:00,AL,2,0,0,32.05,-86.48,31.98,-86.4,6.8,10,1,1,1
7434,1964,4,29,1964-04-29,15:00:00,KS,1,0,0,39.43,-99.28,39.45,-99.25,1.3,10,1,1,1
7435,1964,5,1,1964-05-01,15:40:00,OK,0,0,0,36.03,-99.0,0.0,0.0,0.1,10,1,1,1
7436,1964,5,1,1964-05-01,15:45:00,OK,1,0,0,36.75,-97.35,0.0,0.0,0.1,10,1,1,1
7437,1964,5,1,1964-05-01,16:30:00,OK,1,0,0,35.5,-97.8,0.0,0.0,0.1,10,1,1,1
7438,1964,5,1,1964-05-01,16:30:00,TX,2,0,0,30.3,-96.2,30.33,-96.12,5.6,880,1,1,1
7446,1964,5,4,1964-05-04,17:30:00,IA,2,1,0,42.12,-91.47,42.15,-91.52,2.3,200,1,1,1
7448,1964,5,4,1964-05-04,18:10:00,IA,2,0,0,43.22,-91.2,43.32,-91.07,9.2,200,1,1,1
7450,1964,5,4,1964-05-04,18:15:00,IA,2,2,0,42.33,-91.25,42.38,-91.17,4.7,200,1,1,1
7454,1964,5,5,1964-05-05,14:50:00,KS,2,0,0,38.57,-98.6,38.72,-98.55,10.6,1320,1,1,1
7463,1964,5,5,1964-05-05,17:15:00,KS,0,0,0,37.68,-98.77,0.0,0.0,0.1,10,1,1,1
7464,1964,5,5,1964-05-05,17:20:00,OK,0,0,0,36.8,-99.0,0.0,0.0,0.1,10,1,1,1
7466,1964,5,5,1964-05-05,17:30:00,KS,2,0,0,37.5,-98.68,0.0,0.0,0.1,10,1,1,1
7467,1964,5,5,1964-05-05,18:00:00,IA,3,7,0,42.52,-96.42,43.18,-95.43,67.0,300,1,1,1
7468,1964,5,5,1964-05-05,18:00:00,OK,0,0,0,36.8,-98.8,0.0,0.0,0.1,10,1,1,1
7471,1964,5,5,1964-05-05,18:45:00,OK,1,0,0,36.75,-98.6,0.0,0.0,0.1,10,1,1,1
7473,1964,5,5,1964-05-05,20:10:00,KS,3,0,0,37.9,-98.8,37.97,-98.43,20.4,880,1,1,1
7474,1964,5,5,1964-05-05,20:45:00,KS,3,0,0,37.08,-98.58,37.37,-98.1,33.0,660,1,1,1
7476,1964,5,5,1964-05-05,21:00:00,OK,2,0,0,35.5,-99.8,35.53,-99.75,3.6,440,1,1,1
7478,1964,5,5,1964-05-05,22:20:00,OK,2,0,0,35.7,-99.55,35.82,-99.4,11.6,440,1,1,1
7479,1964,5,5,1964-05-05,22:50:00,KS,2,0,0,38.55,-100.73,38.62,-100.62,7.6,10,1,1,1
7480,1964,5,5,1964-05-05,22:50:00,KS,1,1,0,38.95,-100.5,0.0,0.0,0.1,10,1,1,1
7481,1964,5,5,1964-05-05,23:15:00,OK,1,0,0,36.15,-98.93,0.0,0.0,1.0,400,1,1,1
7482,1964,5,5,1964-05-05,23:45:00,OK,1,0,0,36.72,-97.78,36.75,-97.73,3.3,83,1,1,1
7483,1964,5,6,1964-05-06,00:10:00,OK,2,0,0,36.75,-98.02,0.0,0.0,0.1,10,1,1,1
7484,1964,5,6,1964-05-06,01:00:00,OK,0,0,0,35.1,-98.45,35.18,-98.35,8.3,300,1,1,1
7489,1964,5,7,1964-05-07,15:50:00,TX,1,0,0,32.85,-100.48,0.0,0.0,2.0,250,1,1,1
7490,1964,5,7,1964-05-07,16:00:00,IA,2,0,0,42.1,-93.9,0.0,0.0,0.1,67,1,1,1
7491,1964,5,7,1964-05-07,17:10:00,IA,3,1,0,42.6,-91.9,42.63,-91.85,2.3,200,1,1,1
7492,1964,5,7,1964-05-07,17:28:00,IA,2,0,0,42.67,-91.88,0.0,0.0,2.0,250,1,1,1
7493,1964,5,7,1964-05-07,17:30:00,IA,2,27,0,42.52,-92.33,42.47,-92.2,7.1,200,1,1,1
7494,1964,5,7,1964-05-07,17:30:00,IA,1,0,0,42.3,-93.3,0.0,0.0,2.0,100,1,1,1
7495,1964,5,7,1964-05-07,17:30:00,TX,1,0,0,32.25,-101.45,0.0,0.0,0.7,20,1,1,1
7496,1964,5,7,1964-05-07,17:45:00,TX,1,0,0,32.4,-100.83,32.43,-100.7,8.2,440,1,1,1
7497,1964,5,7,1964-05-07,17:50:00,TX,0,0,0,32.73,-100.4,0.0,0.0,1.0,27,1,1,1
7499,1964,5,7,1964-05-07,18:30:00,IA,2,0,0,41.83,-94.55,0.0,0.0,2.0,200,1,1,1
7500,1964,5,7,1964-05-07,18:35:00,IA,1,0,0,42.5,-93.42,0.0,0.0,1.0,100,1,1,1
7501,1964,5,8,1964-05-08,03:00:00,KS,1,0,0,38.52,-100.9,0.0,0.0,0.1,10,1,1,1
7505,1964,5,8,1964-05-08,11:45:00,IA,3,0,0,42.78,-96.17,42.82,-95.98,9.3,200,1,1,1
7506,1964,5,8,1964-05-08,12:35:00,IA,2,0,0,43.43,-95.43,43.48,-95.35,5.1,200,1,1,1
7514,1964,5,8,1964-05-08,17:50:00,TX,0,0,0,30.92,-100.95,0.0,0.0,1.0,13,1,1,1
7518,1964,5,10,1964-05-10,12:00:00,AR,1,0,0,35.2,-94.27,0.0,0.0,0.1,10,1,1,1
7519,1964,5,10,1964-05-10,15:00:00,OK,0,0,0,36.8,-102.2,0.0,0.0,0.1,10,1,1,1
7520,1964,5,10,1964-05-10,15:20:00,KS,0,0,0,37.93,-101.27,0.0,0.0,0.1,10,1,1,1
7521,1964,5,10,1964-05-10,17:45:00,OK,2,1,0,35.2,-98.5,35.3,-98.33,11.7,10,1,1,1
7522,1964,5,10,1964-05-10,18:15:00,OK,0,0,0,34.27,-96.77,34.3,-96.65,6.9,100,1,1,1
7523,1964,5,10,1964-05-10,18:45:00,OK,0,0,0,36.25,-99.83,0.0,0.0,0.1,10,1,1,1
7524,1964,5,10,1964-05-10,20:40:00,OK,2,0,0,35.73,-95.95,0.0,0.0,0.1,10,1,1,1
7525,1964,5,10,1964-05-10,22:15:00,OK,3,0,0,35.87,-94.95,0.0,0.0,2.0,440,1,1,1
7526,1964,5,10,1964-05-10,22:35:00,OK,0,0,0,35.42,-96.3,0.0,0.0,0.1,10,1,1,1
7527,1964,5,10,1964-05-10,23:45:00,OK,0,0,0,36.4,-95.6,0.0,0.0,0.1,10,1,1,1
7529,1964,5,14,1964-05-14,15:00:00,TX,0,0,0,33.92,-102.32,0.0,0.0,0.2,13,1,1,1
7531,1964,5,19,1964-05-19,14:25:00,MA,0,0,0,42.7,-71.17,0.0,0.0,0.1,300,1,1,1
7532,1964,5,19,1964-05-19,14:35:00,MA,1,0,0,42.53,-70.88,0.0,0.0,2.0,300,1,1,1
7534,1964,5,21,1964-05-21,17:00:00,KS,1,0,0,38.48,-100.9,38.52,-100.83,4.1,10,1,1,1
7535,1964,5,22,1964-05-22,15:28:00,TX,0,0,0,33.1,-98.05,0.0,0.0,0.2,13,1,1,1
7539,1964,5,23,1964-05-23,17:30:00,KS,0,0,0,37.92,-97.47,0.0,0.0,0.1,10,1,1,1
7545,1964,5,23,1964-05-23,22:00:00,IA,0,0,0,42.75,-93.25,0.0,0.0,0.1,10,1,1,1
7547,1964,5,25,1964-05-25,18:02:00,KS,0,0,0,38.33,-96.27,0.0,0.0,0.1,10,1,1,1
7554,1964,5,26,1964-05-26,15:40:00,KS,2,0,0,38.27,-95.73,0.0,0.0,0.1,10,1,1,1
7557,1964,5,27,1964-05-27,12:40:00,OK,1,0,0,36.38,-97.8,0.0,0.0,1.0,50,1,1,1
7558,1964,5,27,1964-05-27,19:30:00,OK,0,0,0,34.77,-96.05,34.77,-95.85,11.3,400,1,1,1
7561,1964,5,29,1964-05-29,15:00:00,TX,0,0,0,32.6,-100.8,0.0,0.0,1.5,20,1,1,1
7562,1964,5,29,1964-05-29,15:00:00,TX,0,0,0,32.6,-100.8,0.0,0.0,1.5,20,1,1,1
7563,1964,5,29,1964-05-29,19:25:00,TX,0,0,0,29.37,-100.38,0.0,0.0,2.5,17,1,1,1
7564,1964,5,29,1964-05-29,20:00:00,TX,0,0,0,29.62,-100.88,0.0,0.0,0.1,17,1,1,1
7565,1964,5,29,1964-05-29,20:00:00,TX,0,0,0,29.62,-100.88,0.0,0.0,0.1,17,1,1,1
7566,1964,5,29,1964-05-29,21:00:00,TX,0,0,0,29.7,-101.17,0.0,0.0,0.1,17,1,1,1
7568,1964,5,30,1964-05-30,14:00:00,TX,0,0,0,30.8,-100.83,0.0,0.0,0.2,17,1,1,1
7570,1964,6,4,1964-06-04,15:00:00,TX,0,0,0,31.45,-100.42,0.0,0.0,0.5,17,1,1,1
7571,1964,6,4,1964-06-04,15:55:00,IA,0,0,0,41.55,-91.1,0.0,0.0,1.0,200,1,1,1
7572,1964,6,4,1964-06-04,16:30:00,OK,0,0,0,35.15,-99.77,0.0,0.0,0.1,10,1,1,1
7596,1964,6,10,1964-06-10,18:15:00,KS,2,0,0,38.47,-99.08,0.0,0.0,0.1,10,1,1,1
7597,1964,6,10,1964-06-10,18:20:00,KS,0,0,0,38.45,-99.1,0.0,0.0,0.1,10,1,1,1
7598,1964,6,10,1964-06-10,19:00:00,KS,0,0,0,38.35,-98.37,0.0,0.0,0.1,10,1,1,1
7599,1964,6,10,1964-06-10,19:00:00,KS,0,0,0,38.37,-98.35,0.0,0.0,0.1,10,1,1,1
7601,1964,6,10,1964-06-10,19:00:00,KS,1,0,0,38.32,-98.72,0.0,0.0,0.1,10,1,1,1
7602,1964,6,10,1964-06-10,19:00:00,KS,1,0,0,38.47,-98.88,0.0,0.0,0.1,10,1,1,1
7603,1964,6,10,1964-06-10,19:40:00,KS,2,0,0,38.52,-98.53,0.0,0.0,0.5,150,1,1,1
7605,1964,6,11,1964-06-11,12:00:00,KS,0,0,0,39.67,-95.6,0.0,0.0,0.1,10,1,1,1
7618,1964,6,11,1964-06-11,19:30:00,TX,2,4,0,34.42,-101.97,0.0,0.0,1.0,27,1,1,1
7619,1964,6,11,1964-06-11,22:00:00,IA,1,0,0,43.47,-95.2,0.0,0.0,2.0,100,1,1,1
7620,1964,6,12,1964-06-12,15:00:00,TX,0,0,0,34.9,-102.18,0.0,0.0,0.5,13,1,1,1
7621,1964,6,12,1964-06-12,15:30:00,KY,1,2,0,38.2,-84.7,38.23,-84.62,4.9,60,1,1,1
7622,1964,6,12,1964-06-12,16:30:00,AR,1,0,0,36.22,-94.47,0.0,0.0,0.1,417,1,1,1
7624,1964,6,12,1964-06-12,17:00:00,TX,2,0,0,34.38,-103.03,0.0,0.0,2.0,27,1,1,1
7625,1964,6,12,1964-06-12,17:00:00,TX,2,0,0,34.38,-103.03,34.47,-102.92,8.8,27,1,1,1
7626,1964,6,12,1964-06-12,18:05:00,AR,1,0,0,36.27,-93.9,0.0,0.0,0.1,417,1,1,1
7627,1964,6,12,1964-06-12,21:25:00,KS,2,1,0,38.52,-98.77,38.87,-98.8,24.1,10,1,1,1
7628,1964,6,12,1964-06-12,23:34:00,KS,2,0,0,39.5,-98.43,39.53,-98.37,4.1,200,1,1,1
7629,1964,6,13,1964-06-13,03:00:00,KS,0,0,0,38.7,-96.47,0.0,0.0,0.1,10,1,1,1
7630,1964,6,13,1964-06-13,16:00:00,IA,0,0,0,42.8,-95.98,0.0,0.0,0.5,100,1,1,1
7634,1964,6,13,1964-06-13,18:45:00,TX,1,0,0,34.37,-102.6,0.0,0.0,1.5,50,1,1,1
7636,1964,6,14,1964-06-14,14:30:00,IA,2,0,0,40.67,-92.67,40.73,-92.45,11.9,200,1,1,1
7637,1964,6,14,1964-06-14,16:15:00,OK,1,0,0,36.2,-96.1,0.0,0.0,0.3,50,1,1,1
7639,1964,6,15,1964-06-15,09:30:00,TX,2,0,0,29.3,-96.1,0.0,0.0,1.5,20,1,1,1
7644,1964,6,15,1964-06-15,14:30:00,KY,2,1,0,38.3,-84.63,38.42,-83.73,49.3,10,1,1,1
7647,1964,6,15,1964-06-15,16:30:00,KY,2,0,0,37.1,-85.2,37.1,-85.13,3.6,400,1,1,1
7649,1964,6,17,1964-06-17,12:55:00,KS,0,0,0,37.68,-95.62,0.0,0.0,0.1,10,1,1,1
7650,1964,6,17,1964-06-17,15:00:00,AR,1,3,0,36.4,-92.53,36.5,-92.3,14.6,150,1,1,1
7653,1964,6,17,1964-06-17,18:00:00,TX,1,0,0,33.0,-102.1,0.0,0.0,0.2,13,1,1,1
7662,1964,6,18,1964-06-18,18:10:00,KS,0,0,0,38.88,-95.88,0.0,0.0,0.1,10,1,1,1
7663,1964,6,19,1964-06-19,19:10:00,IA,3,2,0,40.72,-95.35,40.83,-95.18,11.5,350,1,1,1
7664,1964,6,19,1964-06-19,20:21:00,IA,3,1,0,40.73,-95.05,40.83,-94.88,10.6,200,1,1,1
7666,1964,6,20,1964-06-20,18:45:00,TX,2,0,0,32.25,-101.67,0.0,0.0,0.8,23,1,1,1
7667,1964,6,20,1964-06-20,19:00:00,OK,2,1,0,34.85,-99.35,0.0,0.0,0.1,10,1,1,1
7673,1964,6,21,1964-06-21,17:40:00,KS,1,0,0,37.8,-96.85,0.0,0.0,0.1,10,1,1,1
7674,1964,6,21,1964-06-21,18:00:00,KS,1,0,0,37.85,-96.82,0.0,0.0,0.1,10,1,1,1
7675,1964,6,21,1964-06-21,19:10:00,KS,0,0,0,39.9,-97.5,0.0,0.0,0.1,10,1,1,1
7676,1964,6,21,1964-06-21,19:10:00,KS,3,0,0,38.95,-97.37,39.03,-97.23,8.9,10,1,1,1
7677,1964,6,21,1964-06-21,19:25:00,KS,2,0,0,38.95,-97.18,0.0,0.0,0.1,10,1,1,1
7679,1964,6,21,1964-06-21,23:20:00,KS,0,0,0,39.33,-96.28,0.0,0.0,0.1,10,1,1,1
7683,1964,6,22,1964-06-22,14:30:00,KS,0,0,0,39.85,-96.63,0.0,0.0,0.1,10,1,1,1
7684,1964,6,22,1964-06-22,14:30:00,IA,1,0,0,42.1,-90.17,0.0,0.0,0.5,100,1,1,1
7685,1964,6,22,1964-06-22,15:10:00,KS,0,0,0,39.63,-95.8,0.0,0.0,0.1,10,1,1,1
7687,1964,6,22,1964-06-22,17:30:00,TX,0,0,0,35.83,-100.43,0.0,0.0,1.0,17,1,1,1
7689,1964,6,22,1964-06-22,18:30:00,IA,2,0,0,41.6,-93.78,41.65,-93.97,9.7,200,1,1,1
7690,1964,6,22,1964-06-22,18:40:00,IA,2,0,0,40.73,-93.75,0.0,0.0,1.0,200,1,1,1
7691,1964,6,22,1964-06-22,19:00:00,IA,3,0,0,40.75,-95.6,40.83,-95.48,8.0,400,1,1,1
7692,1964,6,22,1964-06-22,19:00:00,IA,4,0,0,40.7,-95.45,40.77,-95.23,11.9,400,1,1,1
7693,1964,6,22,1964-06-22,19:00:00,IA,2,0,0,40.93,-93.98,41.05,-93.78,12.8,400,1,1,1
7694,1964,6,22,1964-06-22,19:15:00,IA,1,0,0,42.2,-92.7,0.0,0.0,2.0,300,1,1,1
7695,1964,6,22,1964-06-22,19:30:00,IA,2,0,0,41.4,-92.9,41.47,-92.8,6.4,200,1,1,1
7696,1964,6,22,1964-06-22,20:00:00,KS,1,0,0,37.9,-95.08,0.0,0.0,0.1,10,1,1,1
7697,1964,6,22,1964-06-22,20:45:00,IA,1,0,0,41.05,-92.8,41.1,-92.7,5.4,200,1,1,1
7700,1964,6,23,1964-06-23,21:50:00,KS,0,0,0,38.08,-100.33,0.0,0.0,0.1,10,1,1,1
7703,1964,6,29,1964-06-29,17:45:00,KS,0,0,0,38.3,-100.88,0.0,0.0,0.1,10,1,1,1
7707,1964,7,1,1964-07-01,18:30:00,TX,2,0,0,28.33,-98.1,28.37,-98.0,6.5,67,1,1,1
7714,1964,7,4,1964-07-04,12:30:00,MA,1,0,0,42.08,-70.8,42.1,-70.73,2.3,10,1,1,1
7717,1964,7,7,1964-07-07,06:30:00,IA,2,0,0,42.17,-93.75,0.0,0.0,2.0,100,1,1,1
7719,1964,7,7,1964-07-07,18:45:00,TX,1,0,0,31.42,-103.62,0.0,0.0,0.1,10,1,1,1
7722,1964,7,8,1964-07-08,19:04:00,MS,1,0,0,34.1,-90.72,0.0,0.0,1.5,440,1,1,1
7724,1964,7,9,1964-07-09,14:30:00,AL,2,0,0,33.6,-86.12,0.0,0.0,0.1,10,1,1,1
7725,1964,7,9,1964-07-09,14:55:00,AR,1,0,0,34.73,-92.48,0.0,0.0,1.0,10,1,1,1
7726,1964,7,9,1964-07-09,15:06:00,AR,1,0,0,34.9,-92.3,0.0,0.0,0.1,30,1,1,1
7727,1964,7,9,1964-07-09,17:30:00,AR,0,0,0,35.13,-93.83,0.0,0.0,0.1,10,1,1,1
7728,1964,7,9,1964-07-09,17:30:00,AR,1,0,0,35.3,-93.95,0.0,0.0,0.3,200,1,1,1
7729,1964,7,9,1964-07-09,17:30:00,AR,1,0,0,35.23,-94.33,0.0,0.0,0.1,10,1,1,1
7730,1964,7,9,1964-07-09,17:55:00,OK,2,0,0,36.35,-96.05,0.0,0.0,0.1,10,1,1,1
7733,1964,7,10,1964-07-10,15:00:00,KS,0,0,0,39.83,-99.88,0.0,0.0,0.1,10,1,1,1
7736,1964,7,11,1964-07-11,22:00:00,TN,1,0,0,35.0,-89.9,0.0,0.0,0.3,13,1,1,1
7742,1964,7,17,1964-07-17,23:44:00,TX,0,0,0,27.78,-97.67,0.0,0.0,1.0,20,1,1,1
7743,1964,7,18,1964-07-18,09:15:00,TX,0,0,0,28.83,-95.93,0.0,0.0,0.2,17,1,1,1
7750,1964,7,22,1964-07-22,17:15:00,TX,1,0,0,32.38,-100.83,0.0,0.0,2.0,200,1,1,1
7752,1964,7,25,1964-07-25,15:10:00,OK,0,0,0,36.1,-99.1,0.0,0.0,0.1,500,1,1,1
7753,1964,7,25,1964-07-25,16:00:00,TX,1,0,0,30.93,-95.37,0.0,0.0,0.2,13,1,1,1
7758,1964,7,27,1964-07-27,15:00:00,TX,1,0,0,33.5,-97.27,0.0,0.0,0.1,10,1,1,1
7759,1964,7,27,1964-07-27,15:00:00,TX,2,1,0,31.27,-100.8,0.0,0.0,1.0,20,1,1,1
7761,1964,7,28,1964-07-28,15:55:00,OK,2,0,0,35.45,-97.57,0.0,0.0,0.3,50,1,1,1
7762,1964,7,28,1964-07-28,18:00:00,OK,2,0,0,35.1,-96.1,0.0,0.0,0.5,10,1,1,1
7764,1964,7,29,1964-07-29,14:15:00,MA,0,0,0,42.6,-72.7,0.0,0.0,0.1,17,1,1,1
7765,1964,7,29,1964-07-29,14:45:00,MA,1,0,0,42.6,-72.33,42.6,-72.23,4.3,10,1,1,1
7766,1964,7,29,1964-07-29,17:00:00,TX,1,0,0,33.63,-97.23,0.0,0.0,0.1,10,1,1,1
7771,1964,8,5,1964-08-05,18:20:00,TX,2,6,0,29.7,-93.87,0.0,0.0,0.2,33,1,1,1
7776,1964,8,11,1964-08-11,15:45:00,AR,2,0,0,34.52,-91.55,34.28,-91.33,20.3,250,1,1,1
7777,1964,8,11,1964-08-11,16:00:00,AR,2,0,0,34.52,-91.55,34.28,-91.33,20.3,250,1,1,1
7778,1964,8,12,1964-08-12,03:30:00,TN,2,6,0,35.37,-85.4,0.0,0.0,0.8,33,1,1,1
7779,1964,8,12,1964-08-12,19:20:00,TX,0,0,0,32.9,-94.72,0.0,0.0,0.2,200,1,1,1
7781,1964,8,13,1964-08-13,19:25:00,OK,2,0,0,36.85,-99.02,0.0,0.0,0.1,10,1,1,1
7784,1964,8,17,1964-08-17,18:00:00,OK,0,0,0,36.42,-100.0,0.0,0.0,0.1,10,1,1,1
7786,1964,8,19,1964-08-19,18:30:00,TX,2,0,0,35.68,-101.97,0.0,0.0,0.5,33,1,1,1
7787,1964,8,20,1964-08-20,02:15:00,AR,1,0,0,33.72,-94.12,33.68,-94.07,4.1,100,1,1,1
7788,1964,8,20,1964-08-20,15:45:00,IA,0,0,0,42.7,-92.22,0.0,0.0,1.0,100,1,1,1
7789,1964,8,20,1964-08-20,17:20:00,KS,1,0,0,39.87,-95.53,39.9,-95.48,3.3,50,1,1,1
7790,1964,8,20,1964-08-20,17:30:00,KS,1,0,0,39.85,-95.47,0.0,0.0,0.1,30,1,1,1
7792,1964,8,20,1964-08-20,21:00:00,IA,0,0,0,40.67,-93.93,0.0,0.0,0.5,50,1,1,1
7794,1964,8,20,1964-08-20,22:07:00,IA,2,0,0,40.68,-91.8,0.0,0.0,0.3,50,1,1,1
7810,1964,8,24,1964-08-24,15:45:00,TX,1,0,0,31.72,-95.63,31.73,-95.58,3.6,880,1,1,1
7811,1964,8,25,1964-08-25,15:20:00,TX,1,0,0,30.72,-102.88,30.78,-102.78,7.6,27,1,1,1
7812,1964,8,26,1964-08-26,15:30:00,OK,2,0,0,34.82,-97.35,0.0,0.0,0.1,10,1,1,1
7813,1964,8,26,1964-08-26,21:45:00,TX,2,0,0,33.78,-97.72,0.0,0.0,0.1,17,1,1,1
7816,1964,8,27,1964-08-27,15:25:00,KS,1,0,0,39.28,-98.45,39.53,-98.15,23.5,17,1,1,1
7818,1964,8,27,1964-08-27,19:30:00,TX,0,0,0,32.22,-98.68,0.0,0.0,0.1,67,1,1,1
7819,1964,8,27,1964-08-27,20:00:00,IA,2,0,0,41.43,-95.03,0.0,0.0,1.0,50,1,1,1
7820,1964,8,27,1964-08-27,21:00:00,IA,0,0,0,42.25,-93.93,0.0,0.0,1.0,50,1,1,1
7821,1964,8,27,1964-08-27,22:22:00,OK,0,0,0,36.13,-97.37,36.13,-97.27,5.4,200,1,1,1
7822,1964,8,27,1964-08-27,22:55:00,IA,2,0,0,43.1,-92.7,0.0,0.0,1.0,77,1,1,1
7834,1964,8,29,1964-08-29,16:30:00,IA,4,2,0,42.92,-94.23,43.12,-94.07,15.8,100,1,1,1
7835,1964,8,29,1964-08-29,16:38:00,IA,2,0,0,42.55,-94.2,0.0,0.0,2.0,77,1,1,1
7836,1964,8,29,1964-08-29,17:55:00,IA,2,0,0,43.37,-93.45,43.48,-93.28,11.2,150,1,1,1
7837,1964,8,29,1964-08-29,18:00:00,IA,2,0,0,43.3,-93.43,0.0,0.0,2.0,100,1,1,1
7844,1964,8,31,1964-08-31,17:20:00,KS,1,1,0,38.87,-99.03,38.9,-98.93,5.4,77,1,1,1
7845,1964,8,31,1964-08-31,18:00:00,KS,2,0,0,38.92,-99.02,0.0,0.0,0.1,10,1,1,1
7846,1964,8,31,1964-08-31,18:45:00,KS,3,0,0,38.8,-99.32,38.92,-99.27,8.3,10,1,1,1
7847,1964,8,31,1964-08-31,19:00:00,KS,0,0,0,38.83,-98.93,0.0,0.0,0.1,10,1,1,1
7848,1964,9,3,1964-09-03,11:00:00,IA,1,0,0,42.28,-95.7,0.0,0.0,0.1,10,1,1,1
7853,1964,9,7,1964-09-07,17:00:00,IA,2,0,0,42.7,-96.25,0.0,0.0,2.0,250,1,1,1
7854,1964,9,7,1964-09-07,17:30:00,IA,2,0,0,42.78,-95.97,42.78,-95.8,7.9,200,1,1,1
7864,1964,9,16,1964-09-16,13:50:00,TX,1,0,0,27.65,-98.08,0.0,0.0,0.2,33,1,1,1
7865,1964,9,21,1964-09-21,10:56:00,TX,0,0,0,32.8,-97.45,0.0,0.0,0.1,17,1,1,1
7867,1964,9,22,1964-09-22,15:10:00,IA,2,0,0,40.65,-95.23,40.8,-95.12,11.8,300,1,1,1
7871,1964,9,26,1964-09-26,18:40:00,TX,1,0,0,34.0,-102.1,34.03,-102.03,4.7,23,1,1,1
7872,1964,9,26,1964-09-26,20:20:00,OK,1,0,0,35.7,-96.9,0.0,0.0,0.5,100,1,1,1
7878,1964,10,3,1964-10-03,15:20:00,MS,2,0,0,30.8,-89.65,30.83,-89.62,3.3,10,1,1,1
7880,1964,10,4,1964-10-04,09:30:00,AL,1,0,0,31.5,-86.83,0.0,0.0,0.1,10,1,1,1
7881,1964,10,4,1964-10-04,10:20:00,AL,1,0,0,31.63,-86.77,31.67,-86.73,3.3,100,1,1,1
7883,1964,10,4,1964-10-04,15:00:00,AL,2,2,0,31.8,-85.2,0.0,0.0,0.1,10,1,1,1
7894,1964,10,26,1964-10-26,22:00:00,TX,1,0,0,29.37,-98.6,0.0,0.0,0.1,100,1,1,1
7896,1964,11,6,1964-11-06,11:30:00,OK,0,0,0,35.17,-99.15,0.0,0.0,0.1,10,1,1,1
7899,1964,11,14,1964-11-14,20:30:00,OK,1,0,0,36.82,-98.97,0.0,0.0,2.0,440,1,1,1
7900,1964,11,14,1964-11-14,22:30:00,KS,2,0,0,37.52,-98.67,37.47,-98.47,11.3,300,1,1,1
7901,1964,11,15,1964-11-15,05:00:00,KS,2,0,0,37.65,-96.07,0.0,0.0,0.8,400,1,1,1
7902,1964,11,19,1964-11-19,00:01:00,TX,0,0,0,32.33,-97.5,0.0,0.0,1.0,50,1,1,1
7903,1964,11,19,1964-11-19,06:24:00,TX,1,0,0,31.22,-94.73,0.0,0.0,0.2,33,1,1,1
7904,1964,11,19,1964-11-19,07:00:00,AR,2,0,0,34.3,-90.85,34.18,-90.58,21.5,100,2,0,1
7905,1964,11,19,1964-11-19,07:45:00,MS,2,0,0,34.2,-90.3,34.4,-90.12,17.3,440,1,1,1
7906,1964,11,19,1964-11-19,09:00:00,MS,2,0,0,33.52,-90.77,33.65,-90.63,11.9,10,1,1,1
7907,1964,11,19,1964-11-19,16:45:00,TX,1,0,0,31.03,-96.1,0.0,0.0,0.3,100,1,1,1
7911,1964,11,27,1964-11-27,21:30:00,AR,1,0,0,35.23,-90.97,0.0,0.0,0.1,10,1,1,1
